id,url,title,subtitle,image,claps,responses,reading_time,publication,date
130,https://towardsdatascience.com/ml-ops-with-azure-machine-learning-72ebc37ee3cd,ML Ops with Azure Machine Learning,High-level Conceptual Overview of ML DevOps Pipeline implementation…,130.jpg,23,0,4,Towards Data Science,2022-01-05
131,https://towardsdatascience.com/my-top-5-predictions-for-ai-in-2022-b5745646899,My Top 5 Predictions for AI in 2022,"DeepMind, Tesla, OpenAI, and more.",131.jpeg,77,5,10,Towards Data Science,2022-01-05
132,https://towardsdatascience.com/how-to-answer-questions-with-machine-learning-6c21357a44fc,How to Answer Questions with Machine Learning,"A look into the SQuAD dataset, its top NLP models, and…",132.png,72,1,7,Towards Data Science,2022-01-05
133,https://towardsdatascience.com/best-practices-in-ml-observability-for-customer-lifetime-value-ltv-models-c5a2fc063f4c,Best Practices In ML Observability for Customer Lifetime Value (LTV) Models,Tips for improving LTV…,133.png,134,1,7,Towards Data Science,2022-01-05
134,https://towardsdatascience.com/why-you-should-save-numpy-arrays-with-zarr-dabff4ae6c0c,Why You Should Save NumPy Arrays with Zarr,Read and Write Arrays Faster with Dask,134.jpeg,32,0,5,Towards Data Science,2022-01-05
135,https://towardsdatascience.com/leetcode-two-sum-with-go-67d24e5a53f3,LeetCode Two Sum With Go,Getting started with Golang for Python users,135.jpg,205,2,9,Towards Data Science,2022-01-05
136,https://towardsdatascience.com/feature-engineering-for-machine-learning-in-r-2ed684727566,Feature Engineering for Machine Learning in R,An important process for extracting valuable information…,136.jpg,63,1,7,Towards Data Science,2022-01-05
137,https://towardsdatascience.com/free-cloud-cpus-for-data-science-and-machine-learning-e4a7fc13043e,Free Cloud CPUs for Data Science and Machine Learning,"<em class=""markup--em markup--h4-em"">Batteries included. Comes with Jupyter notebook</em>",137.jpg,18,1,5,Towards Data Science,2022-01-05
138,https://towardsdatascience.com/5-sql-commands-you-need-to-know-as-a-beginner-starting-out-cdc11cc2d9c,5 SQL Commands You Need to Know as a Beginner Starting Out,5 basic commands you’ll need to know if you…,138.jpeg,199,2,4,Towards Data Science,2022-01-05
139,https://towardsdatascience.com/forecasting-with-synthetic-data-at-scale-nixtla-ydata-404b65600876,Forecasting with Synthetic Data at Scale (Nixtla & YData),Make synthetic time series data and then…,139.png,233,0,4,Towards Data Science,2022-01-05
140,https://towardsdatascience.com/early-detecting-credit-card-frauds-38db7c190e44,Early Detecting Credit Card Frauds,Applying a Machine Learning model to actively test and classify…,140.jpeg,189,1,8,Towards Data Science,2022-01-05
141,https://towardsdatascience.com/the-case-for-a-hybrid-data-organization-bb6dc6211acf,The case for a hybrid data organization,"Learnings from 15 years working in, or with, data orgs of all…",141.png,27,0,9,Towards Data Science,2022-01-05
142,https://towardsdatascience.com/non-technical-intro-to-digital-twins-d7401b01486,Non-Technical Intro to Digital Twins,New and traditional examples to…,142.jpeg,99999,0,11,Towards Data Science,2022-01-05
143,https://towardsdatascience.com/artificial-intelligence-in-healthcare-is-synthetic-data-the-future-for-improving-medical-diagnosis-a74076ea3d7b,"<strong class=""markup--strong markup--h3-strong"">Artificial Intelligence In Healthcare: Is synthetic data the future for improving medical diagnosis?</strong>",,143.jpg,80,2,6,Towards Data Science,2022-01-05
144,https://towardsdatascience.com/from-data-driven-to-data-science-driven-f2db93f83d51,From Data-Driven to Data Science-Driven,,144.png,19,1,6,Towards Data Science,2022-01-05
145,https://towardsdatascience.com/myth-busting-3-things-you-dont-need-to-break-into-the-data-science-industry-8f77d8c4c4ed,Myth-Busting: 3 Things You Don’t Need to Break into the Data Science Industry,And what you need instead,145.png,295,2,6,Towards Data Science,2022-01-05
146,https://towardsdatascience.com/review-of-reinforcement-learning-papers-13-24ed69a8fdc2,Review of Reinforcement Learning Papers #13,I present 4 publications from my research area…,146.png,97,0,9,Towards Data Science,2022-01-05
147,https://towardsdatascience.com/my-biggest-mistakes-as-a-data-scientist-so-far-d81277653c52,My Biggest Mistakes as a Data Scientist,,147.jpg,114,1,7,Towards Data Science,2022-01-05
148,https://towardsdatascience.com/a-complete-guide-to-decision-trees-ac8656a0b4bb,Unpacking the Power of Decision Trees: A Comprehensive Guide,Learn everything you need to know about…,148.jpeg,21,0,9,Towards Data Science,2022-01-05
149,https://towardsdatascience.com/flight-impact-adding-carbon-emissions-to-the-itinerary-9ebdf7ad5b1c,Flight Impact: Adding Carbon Emissions to the Itinerary,Building an interactive web app to empower…,149.jpg,46,1,4,Towards Data Science,2022-01-05
150,https://towardsdatascience.com/lets-talk-ai-2021-the-full-year-in-reveiew-c68af9ee18b2,Let’s Talk AI — 2021: The (Full) Year in Review,Reviewing the biggest events in AI for the last half…,150.png,18,0,3,Towards Data Science,2022-01-05
151,https://towardsdatascience.com/the-remaking-of-the-silicon-valleys-series-seefood-app-d309068cae6d,Remaking the “Silicon Valley” SeeFood App,Use Teachable Machine and Flutter to develop Jian Yang’s app,151.jpg,9,0,4,Towards Data Science,2022-01-05
152,https://towardsdatascience.com/to-improve-your-relationships-with-ds-stakeholders-offer-them-a-menu-dfc15f3006c6,"To Improve Your Relationships with DS Stakeholders, Offer Them a Menu","Make stats, AI and ML more…",152.jpg,11,0,9,Towards Data Science,2022-01-05
153,https://towardsdatascience.com/stop-explaining-black-box-machine-learning-models-for-high-stakes-decisions-and-use-interpretable-771298d1f3a7,Stop Explaining Black-Box Machine Learning Models For High Stakes Decisions And Use Interpretable,,153.png,22,1,4,Towards Data Science,2022-01-05
154,https://towardsdatascience.com/how-data-helped-me-acclimate-to-a-very-high-altitude-of-4-500-m-f7356311f281,"How Data Helped Me Acclimate to a Very High Altitude of 4,500m","A quick, practical approach on how data…",154.jpg,39,0,5,Towards Data Science,2022-01-05
155,https://towardsdatascience.com/detangling-decoding-7e8842edfa0a,Detangling Decoding,Navigating multi-encoder challenges during post-processing.,155.png,2,1,5,Towards Data Science,2022-01-05
156,https://towardsdatascience.com/azure-data-factory-basic-concepts-e10448e54023,Azure Data Factory Basic Concepts,"There are good resources for step-by-step learning of ADF, but few…",156.jpeg,84,1,5,Towards Data Science,2022-01-06
157,https://towardsdatascience.com/creating-beautiful-topography-maps-with-python-efced5507aa3,Creating Beautiful Topography Maps with Python,Who needs GIS when…,157.png,99999,0,8,Towards Data Science,2022-01-06
158,https://towardsdatascience.com/in-depth-understanding-of-neuralprophet-through-a-complete-example-2474f675bc96,In-Depth Understanding of NeuralProphet through a Complete Example,Exploring the Facebook-derived…,158.jpg,250,3,13,Towards Data Science,2022-01-06
159,https://towardsdatascience.com/jupyter-notebooks-can-be-a-pain-but-i-%EF%B8%8F-pluto-f47913c5c16d,"Jupyter Notebooks Can Be a Pain, but I ❤️ Pluto",Julia’s Pluto.jl will change education for the better,159.png,208,3,7,Towards Data Science,2022-01-06
160,https://towardsdatascience.com/develop-your-weather-application-with-python-in-less-than-10-lines-6d092c6dcbc9,Develop Your Weather Application with Python in Less Than 10 Lines,Constructing our weather telecast…,160.jpg,357,5,7,Towards Data Science,2022-01-06
161,https://towardsdatascience.com/linear-algebra-survival-kit-for-machine-learning-94901a62465e,Linear Algebra — Survival Kit for Machine Learning,A quick reference guide…,161.jpg,119,2,13,Towards Data Science,2022-01-06
162,https://towardsdatascience.com/writing-more-successful-machine-learning-research-papers-39863ca9ea90,Writing more successful machine learning research papers,Things to have in mind while writing if you…,162.png,236,7,8,Towards Data Science,2022-01-06
163,https://towardsdatascience.com/a-hands-on-introduction-to-image-retrieval-in-deep-learning-with-pytorch-651cd6dba61e,A Hands-On Introduction to Image Retrieval in Deep Learning with PyTorch,A quick and easy dive into…,163.jpg,39,1,4,Towards Data Science,2022-01-06
164,https://towardsdatascience.com/3-python-libraries-for-effective-eda-that-you-might-have-missed-3320f48ff070,3 Python Libraries for Effective EDA that You Might Have Missed,"With a few lines of codes, EDA becomes…",164.jpg,292,2,4,Towards Data Science,2022-01-06
165,https://towardsdatascience.com/getting-started-with-causal-inference-5cb61b707740,Getting Started with Causal Inference,Going beyond “Correlation is not Causation” and understanding…,165.jpg,304,1,13,Towards Data Science,2022-01-06
166,https://towardsdatascience.com/6-python-matplotlib-features-to-create-better-data-visualizations-b9fc65b0430b,6 Python Matplotlib Features to Create Better Data Visualizations,How to show is just as important as…,166.jpeg,144,2,6,Towards Data Science,2022-01-06
167,https://towardsdatascience.com/downloading-datasets-from-kaggle-for-your-ml-project-b9120d405ea4,Downloading Datasets from Kaggle for Your ML Project,How to leverage the Kaggle Python API to download…,167.jpg,11,0,3,Towards Data Science,2022-01-06
168,https://towardsdatascience.com/self-supervised-learning-for-anomaly-detection-in-python-part-2-5c918b12a1bc,"<strong class=""markup--strong markup--h3-strong"">Self-Supervised Learning for Anomaly Detection in Python: Part 2</strong>",CutPaste: self-supervised learning…,168.jpg,130,1,4,Towards Data Science,2022-01-06
169,https://towardsdatascience.com/what-is-data-observability-and-why-do-you-need-it-87463f054bea,What Is Data Observability And Why Do You Need It?,What is data observability? Why is data…,169.jpg,50,0,6,Towards Data Science,2022-01-06
170,https://towardsdatascience.com/the-kaggle-way-to-tune-hyperparameters-with-optuna-285e59a0b95a,The Kaggle Way to Tune Hyperparameters with Optuna,Easily and efficiently optimize your model’s…,170.jpg,13,1,5,Towards Data Science,2022-01-06
171,https://towardsdatascience.com/every-single-awesome-built-in-function-in-python-f36a23842954,Every Single Awesome Built-In Function In Python,A look at some of the best Python methods the…,171.jpeg,113,1,12,Towards Data Science,2022-01-06
172,https://towardsdatascience.com/11-ways-to-learn-more-data-science-1c5ab293be2d,11 Ways to Learn More Data Science,Use these methods to take your expertise to the next level!,172.jpeg,123,2,15,Towards Data Science,2022-01-06
173,https://towardsdatascience.com/sql-pandas-or-both-analysing-the-uk-electoral-system-24fa01d33d05,"SQL, Pandas or Both — Analysing the UK Electoral System",Pandas is great for analysing and plotting…,173.jpg,19,1,13,Towards Data Science,2022-01-06
174,https://towardsdatascience.com/nlp-101-3-3-neural-architectures-for-nlp-71f11e27b189,"<strong class=""markup--strong markup--h3-strong"">NLP 101 3/3 — Neural Architectures for NLP</strong>",Learn about traditional sequential neural network…,174.jpeg,68,0,9,Towards Data Science,2022-01-06
175,https://towardsdatascience.com/3-sql-swaps-to-write-better-code-f8d304699cde,3 SQL Swaps to Write Better Code,"How to ensure your code is accurate, readable, and efficient",175.jpeg,149,3,5,Towards Data Science,2022-01-06
176,https://towardsdatascience.com/10-posts-to-help-you-kick-off-your-data-science-learning-in-2022-7fadf8647c23,10 Posts to Help Kick Off Your Data Science Learning in 2022,,176.jpg,70,4,3,Towards Data Science,2022-01-06
177,https://towardsdatascience.com/ai-got-your-back-segmented-pytorch-72ef14856db6,AI Got Your Back Segmented (PyTorch),UNet segmentation for spinal columns,177.gif,17,0,7,Towards Data Science,2022-01-06
178,https://towardsdatascience.com/using-higher-order-containers-to-efficiently-process-7-163-or-more-dataframes-964da8b0c679,"Using Higher-Order Containers to Efficiently Process 7,163 (or More)…",,178.jpeg,99999,0,14,Towards Data Science,2022-01-06
179,https://towardsdatascience.com/synthetic-data-with-gumbel-softmax-activations-49e990168565,Synthetic Data with Gumbel-Softmax Activations,Hands-on high quality categorical data synthesis,179.jpeg,134,1,8,Towards Data Science,2022-01-06
180,https://towardsdatascience.com/12-podcasts-for-industry-data-scientists-2022-1c76b4c26bdf,"12 Podcasts, Not about Data Science, that Industry Data Scientists Should Listen to in 2022",,180.jpeg,118,2,8,Towards Data Science,2022-01-06
181,https://towardsdatascience.com/mining-modelling-character-networks-part-ii-a3d77de89638,Mining and Modelling Character Networks — Part II,This article will cover the Python implementation of…,181.jpg,1000,0,9,Towards Data Science,2022-01-06
182,https://towardsdatascience.com/how-much-green-did-australia-lose-during-2020-bushfires-calculating-using-landsat-8-images-36f35c67edb4,How Much Green Did Australia Lose During 2020 Bushfires? — Calculating Using Landsat-8 Images,,182.png,268,1,12,Towards Data Science,2022-01-06
183,https://towardsdatascience.com/my-first-machine-learning-job-in-the-industry-here-is-what-i-have-learned-49b1633b8eb1,My first machine learning job in the industry — here is what I have learned,I’ve worked as a machine…,183.jpg,72,1,5,Towards Data Science,2022-01-06
184,https://towardsdatascience.com/bias-and-variance-for-machine-learning-in-3-minutes-4e5770e4bf1b,Bias and Variance for Machine Learning in 3 minutes,What is bias and variance and what does that mean…,184.jpg,4,0,3,Towards Data Science,2022-01-06
